frame,expr_l2,theta_l2,expr_cosine
1857,4.652633,1.4958944,
1858,4.573817,1.4937129,
1859,5.360657,1.4852049,
1860,5.7836914,1.4837713,
1861,6.7343607,1.4790944,
1862,6.9730062,1.4709454,
1863,7.0235367,1.4640977,
1864,7.4175897,1.4559457,
1865,7.012598,1.4518461,
1866,6.9430866,1.4502854,
1867,6.814069,1.4519391,
1868,6.8775415,1.4568987,
1869,6.0624285,1.4741703,
1870,6.2962656,1.4821165,
1871,6.814905,1.4753368,
1872,6.5778594,1.4667096,
1873,5.8414507,1.4545197,
1874,5.5905366,1.448698,
1875,4.7349124,1.4456556,
1876,4.4472513,1.4457551,
1877,4.14139,1.4399862,
1878,4.2335596,1.4329525,
1879,4.419605,1.4285768,
1880,4.580521,1.4256251,
1881,4.7188606,1.4240682,
1882,4.5408025,1.4171731,
1883,5.1734967,1.4263555,
1884,5.256261,1.4297091,
1885,5.1682243,1.4318986,
1886,4.7573876,1.4225905,
1887,4.7402806,1.4239737,
1888,4.7330136,1.4177171,
1889,4.633046,1.4256775,
1890,4.452054,1.432996,
1891,4.4546347,1.4342796,
1892,4.46353,1.4315828,
1893,4.286261,1.431368,
1894,4.2541876,1.4289834,
1895,4.146716,1.4234742,
1896,4.140731,1.4224797,
1897,4.2874465,1.4190363,
1898,4.3014975,1.4180459,
1899,4.229024,1.4230393,
1900,5.326713,1.4429785,
1901,4.9012494,1.4444238,
1902,5.2115684,1.4436936,
1903,5.3484693,1.4456937,
1904,5.510064,1.4480664,
1905,5.6193686,1.4517242,
1906,5.6995173,1.4575781,
1907,5.547891,1.4521648,
1908,5.974976,1.4539373,
1909,5.155992,1.4523189,
1910,4.8936067,1.4508564,
1911,4.544749,1.4311825,
1912,4.641429,1.4282184,
1913,4.8596897,1.4298881,
1914,4.701636,1.4367045,
1915,4.6763773,1.4440444,
1916,4.6974983,1.4469064,
1917,4.7870574,1.4451364,
1918,4.606888,1.4455909,
1919,4.9575744,1.4442067,
1920,4.896567,1.4440913,
1921,4.912965,1.4461032,
1922,4.754237,1.4450978,
1923,4.726459,1.4506687,
1924,4.86597,1.450513,
1925,4.5495453,1.4452388,
1926,4.993971,1.4426061,
1927,4.849167,1.4504813,
1928,4.9008365,1.4526693,
1929,4.836485,1.4507477,
1930,4.839955,1.4462138,
1931,4.930841,1.4496832,
1932,5.2844777,1.4528074,
1933,5.0021963,1.4477378,
1934,5.777073,1.4364698,
1935,6.2824097,1.4272097,
1936,4.534655,1.4331573,
1937,4.9226084,1.4324962,
1938,5.388104,1.4368731,
1939,5.021151,1.4304272,
1940,4.918601,1.4287609,
1941,5.195289,1.4402599,
1942,5.4474363,1.4471647,
1943,5.545114,1.4431413,
1944,5.6746497,1.4497322,
1945,5.7223425,1.4508802,
1946,5.9600983,1.4484409,
1947,5.7720923,1.4516852,
1948,5.584924,1.4553802,
1949,5.4954185,1.4520702,
1950,5.0343537,1.4452388,
1951,4.796261,1.4426061,
1952,5.141038,1.4504813,
1953,5.001004,1.4526693,
1954,5.046857,1.4507477,
1955,4.881193,1.4462138,
1956,4.924338,1.4496832,
1957,4.875341,1.4528074,
1958,4.976371,1.4477378,
1959,5.9282274,1.4364698,
1960,6.024488,1.4272097,
1961,4.3227935,1.4331573,
1962,5.338301,1.4324962,
1963,5.1814656,1.4368731,
1964,5.4065065,1.4304272,
1965,4.9298153,1.4287609,
1966,4.808924,1.4402599,
1967,5.26348,1.4471647,
1968,5.512888,1.4431413,
1969,5.859868,1.4497322,
1970,5.4649873,1.4508802,
1971,5.648245,1.4484409,
1972,5.709774,1.4516852,
1973,5.5404954,1.4553802,
1974,5.2504234,1.4520702,
1975,4.835154,1.4457175,
1976,4.0153675,1.4408548,
1977,4.2245145,1.4318568,
1978,4.226663,1.4341025,
1979,4.3162465,1.4290968,
1980,4.448728,1.4293873,
1981,4.4677258,1.4409162,
1982,4.4197516,1.4432459,
1983,4.5443425,1.4446968,
1984,4.5664754,1.4435282,
1985,4.110632,1.439483,
1986,4.458116,1.435583,
1987,4.32379,1.4358064,
1988,4.797614,1.4384824,
1989,5.538599,1.4423921,
1990,5.7677946,1.445747,
1991,5.666879,1.4488233,
1992,5.6464868,1.4501873,
1993,5.795425,1.454725,
1994,5.863867,1.4577504,
1995,5.4656005,1.4585063,
1996,5.296311,1.455967,
1997,4.7362514,1.451469,
1998,4.5026,1.4369191,
1999,4.9312487,1.4352387,
